,location_id,month,location,enodeb_share,onx_avg_initialbufferinterval_overall,cei_score,call_setup_success_rate,ccsr_voice_rate
4332,6409,12,PENAJAM PASER UTARA,62.74792650918248,4284.871874044585,53.56361412028477,99.0871822296869,99.24920104425652
4343,6411,11,MAHAKAM ULU,100.0,8674.618027210885,46.30131397390962,98.85131327407892,98.26687289886851
4344,6411,12,MAHAKAM ULU,92.72030651340997,6921.552469135803,47.60008711519893,99.1578689356972,98.52355167208675
4355,6471,11,KOTA BALIKPAPAN,59.98504385833112,3411.013846291812,68.02726515242588,99.67465540128882,99.66493673932705
4356,6471,12,KOTA BALIKPAPAN,61.1740920130019,3591.016078597005,71.40376967637683,99.57907403230216,99.66989006438476
4367,6472,11,KOTA SAMARINDA,66.67769247615908,3938.611627868545,63.06868930744056,99.5186097449626,99.608996284994
4368,6472,12,KOTA SAMARINDA,68.37543859940175,3826.4862233427184,61.51826026671824,99.4723003011398,99.60353393184268
4379,6474,11,KOTA BONTANG,75.37505462507839,3792.3011792334537,62.362947240582045,99.71699581522486,99.71479276050542
4380,6474,12,KOTA BONTANG,76.11567428934521,3624.105267970556,63.166336374268525,99.48726130826532,99.6518798758801
4391,6501,11,MALINAU,86.11770963241551,4857.700915103414,52.24820150915828,98.362538599718,98.93548398878671
4392,6501,12,MALINAU,87.33430940434249,4557.038412698413,56.0411670954,98.63441786352408,99.0714170565446
4403,6502,11,BULUNGAN,93.89078656125734,5045.05690064223,53.46614735373874,99.42713829913887,99.03337508366104
4404,6502,12,BULUNGAN,93.19712890875311,5490.476992623533,51.17935857639177,98.82116284334214,98.88009605840344
4415,6503,11,TANA TIDUNG,78.31940989293932,4628.790343915345,51.79306972145899,99.6373701766918,98.3329030292331
4416,6503,12,TANA TIDUNG,67.99724222138013,4119.176666666665,51.24734817481066,99.41188483049488,98.26044223057563
4427,6504,11,NUNUKAN,76.9206836783164,5128.199392875221,57.4898382652183,98.99246127946788,98.5784197995949
4428,6504,12,NUNUKAN,74.39792666739538,4751.568125818011,57.773339984522806,99.2950472306226,98.58486399396128
4439,6571,11,KOTA TARAKAN,87.67799152125461,3671.015063355481,58.54353935371649,99.75326070314811,99.265707519621
4440,6571,12,KOTA TARAKAN,85.70027292758448,3990.827570440829,58.7286350038761,99.65784973559748,99.28619145861909
4451,7101,11,BOLAANG MONGONDOW,65.75800101457996,3307.1077380952383,66.8593888485216,99.77796833722034,98.24829377305872
4452,7101,12,BOLAANG MONGONDOW,73.43403583475113,3484.7702380952383,64.5858303579544,99.4659368383836,99.60026644505206
4463,7102,11,MINAHASA,65.72376168517043,3839.352762099012,64.11998703140603,99.74192866018372,99.7095970825916
4464,7102,12,MINAHASA,60.20470994084921,3435.473304776164,62.422210803784886,99.38169812016494,99.5969923790076
4475,7103,11,KEPULAUAN SANGIHE,99.74358974358977,5188.295555555555,58.262204212466095,99.41775977187017,99.3962533050578
4476,7103,12,KEPULAUAN SANGIHE,100.0,5315.825527346217,55.80992971691879,99.2634080678077,99.44035114493803
4487,7104,11,KEPULAUAN TALAUD,100.0,7156.317733990149,54.31391224184006,99.29203599516198,99.4207990401568
4488,7104,12,KEPULAUAN TALAUD,93.10344827586206,4857.243154761904,51.6896163997012,98.95208423543284,99.5070421242605
4499,7105,11,MINAHASA SELATAN,59.69968315366866,3939.453571428571,62.65130149534499,99.66376070546822,99.65156248065634
4500,7105,12,MINAHASA SELATAN,59.82905707342818,3683.408618326119,60.65881013151024,99.7107119700336,99.60219904260256
4511,7106,11,MINAHASA UTARA,70.42043173826181,3648.042326284826,60.97700756441817,99.61738732394362,99.64160584447058
4512,7106,12,MINAHASA UTARA,75.14092777447745,3528.4350309222373,60.53083424172541,99.36861115350172,99.64457129902668
4523,7107,11,BOLAANG MONGONDOW UTARA,66.43253968253968,3352.8679012345683,65.31794429086962,99.31286585568915,97.63539412988636
4524,7107,12,BOLAANG MONGONDOW UTARA,66.26946807981291,4951.024305555556,64.52435761489404,99.75236201773832,99.67215405514312
4535,7108,11,KEPULAUAN SIAU TAGULANDANG BIARO,80.0,5901.655072463769,56.57762461688085,99.21887571236977,99.2047679666645
4536,7108,12,KEPULAUAN SIAU TAGULANDANG BIARO,82.75862068965517,4990.974999999999,55.713139586806165,98.85658311804524,99.16373605312816
4547,7109,11,MINAHASA TENGGARA,54.37129557238253,3468.946428571428,67.16804546152271,99.68439255504182,99.39745757137771
4548,7109,12,MINAHASA TENGGARA,54.40615252238853,3851.407610544218,64.68076526360299,99.68724967787672,99.53283122078764
4559,7110,11,BOLAANG MONGONDOW SELATAN,48.45550745550745,3655.5255238095233,63.8073172312779,98.40547076192536,98.55910990288196
4560,7110,12,BOLAANG MONGONDOW SELATAN,47.399784123922046,4013.44126984127,60.484035381162336,99.5675002670514,99.53821465040622
4571,7111,11,BOLAANG MONGONDOW TIMUR,61.26154401154401,3669.979885057472,61.9928530193582,99.64753588984942,98.19697051430391
4572,7111,12,BOLAANG MONGONDOW TIMUR,54.53836393491566,3843.427564102564,61.82368289089817,99.73341488129012,99.55727562645367
4583,7171,11,KOTA MANADO,61.15102094581162,3915.072279252636,59.69785084193581,99.74601665413488,99.7940816911136
4584,7171,12,KOTA MANADO,57.97729971928227,3725.9132197438894,60.45408680981663,98.82767071509636,99.75043432134478
4595,7172,11,KOTA BITUNG,69.17691036287032,3805.013263218263,68.18645569171647,99.74530580313268,99.7647031929881
4596,7172,12,KOTA BITUNG,65.7448852838001,4153.895080382581,66.2829376617905,99.13635477639802,99.702441263666
4607,7173,11,KOTA TOMOHON,79.69556937157557,3428.531838624338,63.309785632275066,99.80390670563968,99.83264316653222
4608,7173,12,KOTA TOMOHON,70.95896654981912,4960.69683908046,65.12650251159472,99.52916001453184,99.81458685524152
4619,7174,11,KOTA KOTAMOBAGU,69.04403558359944,3539.9526956759714,69.38009163582404,99.8150097139476,98.01590747663263
4620,7174,12,KOTA KOTAMOBAGU,68.11355994122859,3964.152253487253,68.03555537249709,99.5744796362566,99.76892082429578
4631,7201,11,BANGGAI KEPULAUAN,100.0,4145.050238095239,44.4826512385539,99.2078308298134,99.49591601039216
4632,7201,12,BANGGAI KEPULAUAN,100.0,4530.940432098765,53.569763523794045,99.73866725006664,99.34183954332966
4643,7202,11,BANGGAI,75.98364782919859,4541.285734757224,57.43680691321558,99.57505893240028,99.5362591791036
4644,7202,12,BANGGAI,78.23794607323508,4029.53380195083,57.7492386063438,99.67555252992582,99.58537767048956
4655,7203,11,MOROWALI,61.80577153006164,4593.897404167575,52.09573668270597,91.78302870802844,99.248174437545
4656,7203,12,MOROWALI,63.17795749142339,4448.695218871604,52.19109247099726,99.0070134845664,99.14312636272916
4667,7204,11,POSO,67.72621114626772,4079.900566285566,53.95057614114171,99.17490450144496,99.46765958958994
4668,7204,12,POSO,68.32160464890698,4119.98656907907,52.317104693956345,99.0360227894408,99.50557796945168
4679,7205,11,DONGGALA,67.87075869824082,4166.796659451659,57.31791102301625,99.4970097291875,99.4907026299691
4680,7205,12,DONGGALA,64.85621533950487,4115.858293650794,53.52153892835005,99.37974972415624,99.289813939976
4691,7206,11,TOLI TOLI,90.60509126166478,3623.21513880183,49.906603664231234,99.45606640586966,99.35713885302276
4692,7206,12,TOLI TOLI,89.4867281027438,4066.209124394123,47.2533974022605,99.60953058754434,99.23152529113386
4703,7207,11,BUOL,96.1108201274105,3988.313571428572,52.61645300987592,99.05406376923474,99.3357130768547
4704,7207,12,BUOL,97.9804151689862,4212.657539682539,48.445269632389575,99.46576117039524,99.3749438425171
4715,7208,11,PARIGI MOUTONG,63.318944080489096,4123.841251473845,57.99651451957572,98.94248883378036,99.33143033810975
4716,7208,12,PARIGI MOUTONG,63.16080126543596,4351.874415491915,54.89799843732735,99.62736783333872,99.36543407509856
4727,7209,11,TOJO UNA UNA,91.55615558905032,4564.157596371882,53.60561680041379,99.65329766554962,99.58707443835137
4728,7209,12,TOJO UNA UNA,88.13562783846758,3986.8458333333338,52.11617795351447,99.1422033908255,99.59635333136636
4739,7210,11,SIGI,67.8903107056399,3813.8454493191994,51.14197201418501,99.50218946368092,99.55529840800024
4740,7210,12,SIGI,59.01445465830114,3492.812388074888,55.93188153646596,99.11679419894126,99.55562928214664
4751,7211,11,BANGGAI LAUT,98.4722222222222,4733.748901098902,49.58989573841964,99.71633491289944,99.62183488596774
4752,7211,12,BANGGAI LAUT,99.56896551724138,4327.941511387164,52.68891505429638,98.73360930692056,99.57911386353156
4763,7212,11,MOROWALI UTARA,77.13820126230624,5650.957225454284,53.33325486026892,98.471774020812,99.17424974028324
4764,7212,12,MOROWALI UTARA,79.45391134804392,5098.339849687351,55.81528311906237,99.07858066775414,99.06801972032838
4775,7271,11,KOTA PALU,71.9157543823285,3559.4243786526176,55.6083672093221,99.32434934460052,99.76612119604464
4776,7271,12,KOTA PALU,71.1726586126854,3615.089576329188,55.03194563672395,99.63925087379792,99.7643466982134
4787,7301,11,KEPULAUAN SELAYAR,71.19280438838138,4659.913095238095,54.25368580065652,99.523473249807,99.39490297344604
4788,7301,12,KEPULAUAN SELAYAR,71.74158523883624,4994.930569239191,51.23502398953965,99.52690492560852,99.45487521433132
4799,7302,11,BULUKUMBA,37.26356966834524,3757.078891070803,57.13857092240391,99.60390956857552,99.4106729751222
4800,7302,12,BULUKUMBA,43.73415328192519,3653.9234145021646,53.35637193103873,99.71122502972256,99.40697861820205
4811,7303,11,BANTAENG,44.71239459360111,3719.1129497354495,58.7683431625994,99.50326062781306,99.1602395768908
4812,7303,12,BANTAENG,51.08894305339192,4564.83173185941,56.07762019512345,99.72610964054556,99.14838279278466
4823,7304,11,JENEPONTO,34.34708725864145,3532.0176424501424,55.17686094521341,99.52478786950756,99.28709655968169
4824,7304,12,JENEPONTO,42.65553018147145,3954.3620346320354,51.272790982299625,99.56502654816796,99.29991494688412
4835,7305,11,TAKALAR,44.16388655825749,3831.5804378029375,53.833759735508686,99.83536085363238,99.4992614869288
4836,7305,12,TAKALAR,46.67827313679511,3405.59206025456,50.33983683469536,99.76890475782986,99.48498887454916
4847,7306,11,GOWA,47.98450557176242,3617.9069477340217,61.43477674918688,99.66271380416852,99.6878835179146
4848,7306,12,GOWA,49.605586870918216,3647.601190324395,60.19981516431184,99.67142916709972,99.66704240502575
4859,7307,11,SINJAI,61.90240786422461,4516.09113997114,59.98483010346163,99.33502256291308,99.43567712862618
4860,7307,12,SINJAI,62.101133538045175,3529.4054329004334,57.51206163844508,99.66659679696936,99.43302070951796
4871,7308,11,MAROS,52.91970985420125,3403.3763111363,53.66309664439298,99.68000190407768,99.46203778077194
4872,7308,12,MAROS,51.91968000553778,3059.574482676864,57.31436556546594,99.69811993135316,99.47382151433804
4883,7309,11,PANGKAJENE DAN KEPULAUAN,44.714976835659066,4178.705826661156,58.47550056227349,99.63681717441013,99.3761111921868
4884,7309,12,PANGKAJENE DAN KEPULAUAN,47.4940267613694,3583.310432758962,56.38890483401966,99.74078223696606,99.3420164046436
4895,7310,11,BARRU,56.78177482758492,3774.590164487073,61.34221594586427,99.80943780910064,99.31720181060548
4896,7310,12,BARRU,56.947310800071776,3677.718599456098,58.51264011708313,99.80609630071008,99.3414496395006
4907,7311,11,BONE,57.77681188158346,3316.3880130380826,53.959429331914215,99.74707093395996,99.40584486755856
4908,7311,12,BONE,56.38796075344232,3356.757348734958,51.11579539084141,99.72553508377896,99.43129430330472
4919,7312,11,SOPPENG,48.34277254255354,3331.02771991625,65.52712349040702,99.44824696294562,99.22694197396828
4920,7312,12,SOPPENG,53.74593855203001,3354.184808201058,63.47132371134057,99.78259229165624,99.43632353940016
4931,7313,11,WAJO,61.38032584952997,3468.589057372895,54.22717368689356,99.7543340634788,99.3756346788486
4932,7313,12,WAJO,62.620738853183695,3234.018421232908,51.60719390033464,99.74335287575988,99.37107280802483
4943,7314,11,SIDENRENG RAPPANG,60.90448704960996,3534.0082261964617,66.5390058681729,99.75113693115117,99.641565055525
4944,7314,12,SIDENRENG RAPPANG,63.30195921905192,3512.0768202168206,64.65986712839585,99.83163288573458,99.62123195337946
4955,7315,11,PINRANG,53.50405053702952,3283.809256581625,66.53369371778656,99.74900758457058,99.66217810212692
4956,7315,12,PINRANG,59.34450799374255,3477.4960065125497,64.73263625887594,99.80576881757774,99.63264570633716
4967,7316,11,ENREKANG,78.21232079169246,3989.435405841007,57.207656607705935,99.4014601517186,99.5693243792676
4968,7316,12,ENREKANG,74.60267873695977,3512.916323627353,57.26693247968976,99.66744039205238,99.52415757050844
4979,7317,11,LUWU,59.35630294135866,3327.6416811069907,61.28450896145262,99.4169740531874,99.5682920203466
4980,7317,12,LUWU,66.59622543622808,3785.5854064916566,59.379476127356845,99.69321708853678,99.41373553188276
4991,7318,11,TANA TORAJA,81.21483074888647,4055.438004218004,60.25896733384261,99.6148184116639,99.5840984899224
4992,7318,12,TANA TORAJA,77.24189305701182,5278.364811207312,56.426764609901056,99.54628154203712,99.5346851388948
5003,7322,11,LUWU UTARA,64.5082448040888,3286.8394330206834,60.23221159838777,99.7653131379193,99.43875562665764
5004,7322,12,LUWU UTARA,66.24019273719347,3453.4400216450217,55.89101638140637,99.70588022680036,99.30955479856142
5015,7325,11,LUWU TIMUR,78.85934918845767,3398.07618946188,66.67719776623629,98.99731965859428,99.4111300975317
5016,7325,12,LUWU TIMUR,78.50008271451779,3394.7549988176247,65.05543227268917,99.72866401009736,99.41736011843945
5027,7326,11,TORAJA UTARA,80.29570756041345,3148.261507936508,55.139805047738925,99.35544031279773,99.46522966056152
5028,7326,12,TORAJA UTARA,74.89440635992362,5378.922777777777,47.968046823850834,99.3035431205135,99.43325647155088
5039,7371,11,KOTA MAKASSAR,57.14123157034078,3187.872909623466,62.059870116665394,99.80679504603005,99.82268671275588
5040,7371,12,KOTA MAKASSAR,57.01247603290853,3021.709301654754,60.66604967985359,99.74662639562818,99.80177703768
5051,7372,11,KOTA PARE PARE,61.1091946251983,3138.9308666932197,62.57105567651361,99.84864371077194,99.74405657356516
5052,7372,12,KOTA PARE PARE,65.18117484436416,2692.395171816201,59.95522081492444,99.83432379783898,99.74028323211095
5063,7373,11,KOTA PALOPO,59.77455494113319,3284.3012910189223,66.66686014988525,99.86654706197068,99.81059179048611
5064,7373,12,KOTA PALOPO,66.32027756846867,3357.879491526991,64.33142700434861,99.81019631841616,99.71209932434152
5075,7401,11,BUTON,96.16278166278168,4038.878434592228,58.04830735107394,99.32955484089324,99.22597289897884
5076,7401,12,BUTON,98.5237180171524,4403.687261904763,56.0732325544636,99.4347772453856,99.15169507484948
5087,7402,11,MUNA,82.94590969071731,3625.7989928589927,61.09217191235719,99.43694101305796,99.30900832104392
5088,7402,12,MUNA,87.98854387581433,4097.188997113997,59.38811083771012,99.7299067239463,99.40480039238902
5099,7403,11,KONAWE,73.20841242489456,4096.829424942102,55.50418927956086,99.5313155442208,99.61358398729884
5100,7403,12,KONAWE,74.70663877362125,4020.552741933992,54.79395878717489,99.5674199993934,99.6491457299637
5111,7404,11,KOLAKA,75.32459993018304,3916.720291928573,56.14547666366442,98.50921083953186,99.62538765066458
5112,7404,12,KOLAKA,72.7680694214478,3702.216641599141,56.47108628101149,99.7007285793766,99.62929072765816
5123,7405,11,KONAWE SELATAN,76.77880247461744,4537.318686052795,52.32181176803204,99.50202282496666,99.47079164083652
5124,7405,12,KONAWE SELATAN,76.92406290011725,4004.80666330015,51.77766939900773,99.35967419219752,99.42656796026156
5135,7406,11,BOMBANA,88.17855044009097,4461.611256932066,55.59558646058126,99.39246938761042,99.45696346505056
5136,7406,12,BOMBANA,92.56162953721586,4890.073439153438,54.9742241061161,96.78441474226618,99.4278766008256
5147,7407,11,WAKATOBI,100.0,4562.128306878308,53.90383858709534,99.45704440556052,99.39727920315596
5148,7407,12,WAKATOBI,100.0,4685.166507936508,49.98599075066414,92.73608959834714,99.42479377137344
5159,7408,11,KOLAKA UTARA,79.65732418658452,4391.005164742664,54.93947026553422,99.61707335349368,99.34826773389491
5160,7408,12,KOLAKA UTARA,83.25238192810987,4589.645689033189,54.53846667711336,99.65456562843104,99.48588217470252
5171,7409,11,BUTON UTARA,100.0,5597.531851851852,55.19205327753585,98.601960359249,98.89234313049094
5172,7409,12,BUTON UTARA,99.65517241379312,4119.023633156966,52.31661323941625,98.35907732830316,98.67735312363216
5183,7410,11,KONAWE UTARA,87.31157025235972,4753.456498778998,53.53722243048546,79.55280247716597,98.9559471259217
5184,7410,12,KONAWE UTARA,90.73422868330756,4688.554515599343,53.706317952421024,90.58903393371308,99.03489322773758
5195,7411,11,KOLAKA TIMUR,84.68037518037517,4263.803227513227,51.23217939082564,99.73636758626552,99.23168183572278
5196,7411,12,KOLAKA TIMUR,91.46583301755716,5014.64540229885,46.51179746898487,99.76369771867938,99.48193928755308
5207,7412,11,KONAWE KEPULAUAN,73.90476190476191,4772.833333333333,51.76662734671618,99.78430658463412,99.30391182304038
5208,7412,12,KONAWE KEPULAUAN,75.2599890530925,4578.4473684210525,53.00966241508954,99.77589271254502,99.2354823422591
5219,7413,11,MUNA BARAT,88.83614533614535,5421.708579638752,53.26433391913572,98.89537403910984,99.15452893183772
5220,7413,12,MUNA BARAT,90.12315270935962,4092.157142857143,52.6495729028716,98.2747874231466,98.93481480631893
5231,7414,11,BUTON TENGAH,89.52523865023866,4259.02124098124,56.57186777111168,99.37159096915356,99.53638832403358
5232,7414,12,BUTON TENGAH,93.23356241459688,3398.7102777777773,54.41238848137752,99.52848655304602,99.40764385657202
5243,7415,11,BUTON SELATAN,100.0,5430.774259259259,58.13849041551318,99.39554102322305,99.49049133546738
5244,7415,12,BUTON SELATAN,100.0,5612.912698412698,55.69155420152583,99.66160300081464,99.43915832807669
5255,7471,11,KOTA KENDARI,75.99904282555579,3576.7481848674893,54.73433010827356,99.43184657348026,99.8010396803159
5256,7471,12,KOTA KENDARI,80.4272087426406,3510.4983247746136,54.70282080016626,99.65160836625766,99.7835814677742
5267,7472,11,KOTA BAU BAU,90.73374192917557,3603.084056362709,64.62895988436557,98.37222665847884,99.71648938926664
5268,7472,12,KOTA BAU BAU,92.42676845416618,3336.6959431838613,61.8228876974224,98.85384707953769,99.619829977315
5279,7501,11,BOALEMO,90.7297220619152,3706.341468253968,64.72859563136738,99.5751385477221,99.60207293661462
5280,7501,12,BOALEMO,93.34890255942888,3911.478063028925,62.492873681807936,99.65688914086454,99.5898327707188
5291,7502,11,GORONTALO,68.26857740058587,3867.2210022274767,62.28854079855308,99.75760974041935,99.71284168207646
5292,7502,12,GORONTALO,73.67956847065945,3697.589365375909,60.44486926035044,99.09496546981453,99.6208244366262
5303,7503,11,PAHUWATO,81.0208046654641,4144.981821234321,67.16773020475654,99.81142792551614,99.72652834866147
5304,7503,12,PAHUWATO,86.2000747915163,3477.743112073112,65.57919972744122,99.7674603490712,99.6940744437034
5315,7504,11,BONE BOLANGO,76.6184856371023,3845.129351574352,61.9541242491908,99.60538905374764,99.62785756114292
5316,7504,12,BONE BOLANGO,83.31808058350022,3830.8124727124728,60.10024302022001,98.25573338979969,99.58237831573268
5327,7505,11,GORONTALO UTARA,85.49294207111545,4437.926944444444,63.13129572905453,99.69296812962168,99.59786113237624
5328,7505,12,GORONTALO UTARA,88.91767304346618,4626.571223316912,62.24760511003437,98.22615335061438,99.49501885367036
5339,7571,11,KOTA GORONTALO,66.83725811647696,3317.3872056118107,64.03569299742331,99.78659061229068,99.83543919173484
5340,7571,12,KOTA GORONTALO,73.59154386614082,3506.967104188653,61.97347746775491,99.11565363355962,99.75517564143657
5351,7601,11,MAJENE,66.20863537489309,3942.502548840049,56.48272081391838,99.77546178223268,99.56857447203994
5352,7601,12,MAJENE,73.67085820120698,4367.358135938136,53.91883204255553,99.74418775822272,99.58439630645452
5363,7602,11,POLEWALI MANDAR,58.74713087349003,3386.362868636262,59.73274853575457,99.66409369668472,99.63358266574798
5364,7602,12,POLEWALI MANDAR,57.62470402855926,3277.1850323750327,57.24968196236671,99.78278885104186,99.60698737175328
5375,7603,11,MAMASA,100.0,3660.1977011494255,58.82575412947834,98.98330121694806,99.25605857698484
5376,7603,12,MAMASA,70.83432850674231,4157.96365079365,55.09169293734993,99.5235386488915,99.22674726391315
5387,7604,11,MAMUJU,79.37580785512354,3601.934599481568,45.43014179357325,99.71562798865244,99.54370923514745
5388,7604,12,MAMUJU,82.62999379048897,3407.656546333497,41.70588162514664,99.6985719303535,99.50513377688496
5399,7605,11,PASANGKAYU,63.38109683298079,4792.6812535612535,55.6185195663712,99.68023887665798,99.4329296656945
5400,7605,12,PASANGKAYU,63.687358356109165,3489.614867724868,52.56008667273201,99.66664250331937,99.45012721635813
5411,7606,11,MAMUJU TENGAH,63.6385436458966,4077.678002645502,49.47804885525274,99.73502487436136,99.52060173027898
5412,7606,12,MAMUJU TENGAH,69.98719932527449,4077.5689117364113,44.32582326388504,98.42446218062136,99.54751768827455
5423,8101,11,KEPULAUAN TANIMBAR,100.0,3809.994,51.59476774989344,98.67477354704737,99.42536336400325
5424,8101,12,KEPULAUAN TANIMBAR,98.47585364826745,3864.792361111111,52.12540088095702,98.22738256835116,99.39435198762884
5435,8102,11,MALUKU TENGGARA,99.33333333333331,3137.2318840579715,56.56717295792105,98.45058496824583,99.71278858274988
5436,8102,12,MALUKU TENGGARA,95.97701149425286,3860.3093333333327,55.42967124505561,99.79227969324351,99.65852514639106
5447,8103,11,MALUKU TENGAH,97.17143645101874,3747.475892857143,59.19997467108069,99.20190848994476,99.52752300050116
5448,8103,12,MALUKU TENGAH,98.3462181829174,4164.179291079291,58.381842136882845,99.56921124264731,99.534320274591
5459,8104,11,BURU,100.0,3421.891961486789,64.3147379606652,98.47243700769494,99.36609877114276
5460,8104,12,BURU,100.0,4172.619770408163,62.47090703003113,99.2096269619165,99.16851128280766
5471,8105,11,KEPULAUAN ARU,96.42857142857144,3160.944444444444,55.49326210963952,99.84651012060428,99.80273411936696
5472,8105,12,KEPULAUAN ARU,96.13617704134946,3349.0034722222226,54.06584995261832,99.79913809705737,99.8107605463535
5483,8106,11,SERAM BAGIAN BARAT,100.0,3902.4110894660894,60.14372610760349,99.30042217202792,99.37973975977228
5484,8106,12,SERAM BAGIAN BARAT,99.2059891107078,4093.7981746031737,58.98629175497632,99.36945562855544,99.3962785167893
5495,8107,11,SERAM BAGIAN TIMUR,100.0,5321.020306513411,51.28639604267661,99.04200846440396,99.3692765619816
5496,8107,12,SERAM BAGIAN TIMUR,100.0,4684.04496442255,51.743856899911,99.03264861159802,99.44543974620508
5507,8108,11,MALUKU BARAT DAYA,100.0,5424.764705882353,51.06016477783423,98.92629017682424,99.45652172199554
5508,8108,12,MALUKU BARAT DAYA,93.10344827586206,6608.89393939394,49.987096479035536,97.45087345831676,99.38371948042172
5519,8109,11,BURU SELATAN,100.0,5752.683333333333,54.605669397228105,99.4586632101382,99.38668881341844
5520,8109,12,BURU SELATAN,100.0,6314.041666666667,54.52009388889652,96.65013305843414,98.75814150983066
5531,8171,11,KOTA AMBON,85.21502524793327,3378.892378655577,59.6482884733717,99.72087694244608,99.81198267127048
5532,8171,12,KOTA AMBON,84.84611313031331,3858.057476144655,57.918261340574766,99.68142956467752,99.78213664727107
5543,8172,11,KOTA TUAL,99.58333333333331,3725.299470899472,59.82037722013264,99.79771169647655,99.78501438858468
5544,8172,12,KOTA TUAL,96.36332537194605,3741.1726190476193,58.89584072565879,99.83352587227957,99.74146180748134
5555,8201,11,HALMAHERA BARAT,95.78138528138528,5652.323188405797,58.34853930907482,98.5265004295417,99.30060717255849
5556,8201,12,HALMAHERA BARAT,95.50903119868636,5530.86231884058,58.14855875987553,99.46229992216767,99.3623708320388
5567,8202,11,HALMAHERA TENGAH,100.0,6318.948504165154,54.87928901812962,96.233665339012,99.466064855563
5568,8202,12,HALMAHERA TENGAH,100.0,6816.823262908677,55.61364624077773,96.82454751464346,99.50693112038812
5579,8203,11,KEPULAUAN SULA,96.66666666666669,4558.047883597883,58.61810463860075,99.36965325131877,99.22243181382868
5580,8203,12,KEPULAUAN SULA,100.0,4641.652976190477,56.96224924864028,99.30850532080645,99.08080178740629
5591,8204,11,HALMAHERA SELATAN,98.78338904117751,6537.829012352003,52.21067926463376,98.65261774738464,99.32607669634582
5592,8204,12,HALMAHERA SELATAN,98.321696568399,7007.776658772516,55.30338408505842,99.27809097592991,98.97926362057572
5603,8205,11,HALMAHERA UTARA,99.72222222222224,3980.7250509947567,61.734608366789416,98.55952854756428,99.27509511941186
5604,8205,12,HALMAHERA UTARA,99.35160624815796,3887.5789814814807,59.38824088372623,99.43146947633268,99.38722909316456
5615,8206,11,HALMAHERA TIMUR,100.0,5016.144642857143,59.3352782816657,98.92845312995102,98.91751486204323
5616,8206,12,HALMAHERA TIMUR,100.0,5041.722554112554,59.29587521456949,99.22366990260134,99.01487042179284
5627,8207,11,PULAU MOROTAI,100.0,5334.322249589492,58.372883115083255,99.51717557494884,99.44162354865844
5628,8207,12,PULAU MOROTAI,100.0,5237.112820512821,56.24752573620321,99.47626360279595,99.45360753359289
5639,8208,11,PULAU TALIABU,99.58333333333331,3965.777083333334,54.14605866930486,99.1236404634911,99.30702247004716
5640,8208,12,PULAU TALIABU,99.50738916256158,6776.083333333333,54.98080138634372,99.73522931186662,99.53358374723508
5651,8271,11,KOTA TERNATE,97.32913391452036,4225.972234476789,54.38684305237545,98.62298324626322,99.6272169641832
5652,8271,12,KOTA TERNATE,97.30929909766874,4441.631165721226,53.06142276452757,99.15711968506338,99.71369836401884
5663,8272,11,KOTA TIDORE KEPULAUAN,96.00491093873444,3512.64167027417,64.74306318855741,99.44807337243742,99.39371475902064
5664,8272,12,KOTA TIDORE KEPULAUAN,96.25849921995967,3845.612989417989,62.73342486276631,99.62376856192805,99.41848866431054
5675,9101,11,FAK FAK,99.77777777777776,3804.021264367816,57.68443042992372,98.5880775654443,99.54975369523996
5676,9101,12,FAK FAK,99.73474801061008,3911.542624521073,58.442102036661936,98.38295736730804,99.51688668231266
5687,9102,11,KAIMANA,96.1904761904762,3699.9384615384615,46.03730864965762,99.80389143733544,99.81539854397856
5688,9102,12,KAIMANA,89.65517241379311,3890.857575757576,47.077006587426496,99.9045898183986,99.77691744083047
5699,9103,11,TELUK WONDAMA,100.0,3789.0,56.83651412040673,99.86959422223768,99.75797339203176
5700,9103,12,TELUK WONDAMA,93.10344827586206,4210.1050000000005,54.047769844029546,99.89259245395438,99.7379336233234
5711,9104,11,TELUK BINTUNI,89.20969498910675,4008.9241269841273,56.28751002861648,99.01954326516228,99.57583875858276
5712,9104,12,TELUK BINTUNI,96.95949644225507,3804.7984920634913,57.17220775051696,99.4149820707329,99.70219364285536
5723,9105,11,MANOKWARI,99.40304834054837,4044.626452358031,55.90171161613157,99.69578389633888,99.7968273824656
5724,9105,12,MANOKWARI,98.51084552209797,3828.023567433132,57.622306250594455,99.35736713801654,99.78368773495384
5735,9106,11,SORONG SELATAN,96.66666666666669,3872.882227891156,53.08392744831482,99.75797096183145,99.67734543428917
5736,9106,12,SORONG SELATAN,100.0,3681.608695652174,53.94893984826509,99.84589491857116,99.65226910078222
5747,9107,11,SORONG,96.35003546447824,4094.6346895696897,56.948191872993306,99.27608781921948,99.72771543801878
5748,9107,12,SORONG,96.59197513102175,4324.55496947497,61.08937723350818,99.2686801372469,99.71551384785296
5759,9108,11,RAJA AMPAT,96.66666666666669,5384.219444444446,52.81892804858777,99.5099790823772,99.2924472405014
5760,9108,12,RAJA AMPAT,100.0,5576.29,53.83460779939463,99.55494777600818,99.12984809620824
5771,9109,11,TAMBRAUW,90.0,3192.6666666666665,44.98083235153969,98.07839681565754,99.3975810688523
5772,9109,12,TAMBRAUW,55.172413793103445,6883.2,46.043392152793125,99.1413212958222,99.42069289443312
